ID,weidu,jingdu,AADT
059-0611,33.97155,-83.31554,5460
059-0613,33.99818,-83.40873,3820
061-0109,31.57966,-84.84998,2100
063-0005,33.46206,-84.33224,43600
063-0096,33.52804,-84.42082,36300
063-0383,33.48828,-84.39779,6570
063-1023,33.5678,-84.37193,69000
063-1032,33.59295,-84.3766,18900
063-1085,33.60148,-84.33978,23100
063-1172,33.62085,-84.36668,19000
063-1192,33.59821,-84.38927,191000
063-1194,33.62708,-84.40005,218000
063-1201,33.64021,-84.37629,148000
063-1207,33.61825,-84.43356,165000
065-0118,31.060397,-82.683632,4640
065-0125,30.67896,-82.558,1340
067-0774,34.00268,-84.56112,75300
067-0781,34.068311,-84.540108,88200
067-2141,33.9138,-84.49765,33000
067-2334,33.8729,-84.71427,3870
067-2373,33.855015,-84.483185,168000
067-2429,33.94111,-84.5269,27500
067-2607,33.85104,-84.50905,31900
067-2623,33.92583,-84.51865,30700
067-2738,33.912374,-84.479109,308000
067-2749,33.991502,-84.551921,215000
081-0347,31.92356,-83.78706,8170
081-w347,31.923357,-83.787066,5750
083-0194,34.82233,-85.53962,14900
083-0209,34.97755,-85.45655,50500
083-0214,34.98289,-85.40984,68200
087-0103,30.73387,-84.45188,5480
087-0125,30.91478,-84.598,11500
089-0314,33.70303,-84.14623,144000
089-0644,33.88582,-84.29653,20200
089-0927,33.65766,-84.32519,82000
089-3047,33.791975,-84.228789,37000
089-3058,33.82266,-84.15865,104000
089-3065,33.7645,-84.2511,17600
089-3236,33.81647,-84.30596,26600
089-3307,33.7157,-84.25111,129000
089-3323,33.82764,-84.34427,235000
089-3332,33.88379,-84.26857,223000
089-3341,33.6793,-84.3162,144000
089-3354,33.78967,-84.24671,199000
089-3363,33.8765,-84.24943,203000
089-3374,33.92031,-84.3041,196000
089-3383,33.81104,-84.26099,74500
089-3385,33.82033,-84.24245,117000
089-3438,33.90543,-84.31039,12100
089-3572,33.95738,-84.28682,6530
089-3638,33.88683,-84.22488,25900
089-9012,33.89115,-84.2568,25600
089-9014,33.89389,-84.2549,67900
089-9105,33.91324,-84.2873,3130
089-9171,33.67286,-84.3325,15400
089-9172,33.67562,-84.3265,23500
089-9305,33.81839,-84.2477,38800
089-9611,33.89369,-84.2595,40600
089-9707,33.91412,-84.2869,4050
089-9717,33.88679,-84.2521,45500
089-9907,33.81317,-84.2559,9710
095-0032,31.575333,-84.17252,14900
095-0189,31.58577,-84.21229,16700
095-0672,31.57515,-84.19601,1540
095-0676,31.54938,-84.16291,2590
097-0107,33.72149,-84.87867,77600
107-0092,32.5886,-82.17595,3750
111-0169,34.90032,-84.39428,1470
111-0269,34.89237,-84.27557,21200
113-0316,33.39744,-84.55165,6100
115-0025,34.23257,-85.16234,30200
115-0081,34.20732,-85.06112,15800
115-0341,34.248496,-85.178306,8420
117-0059,34.33119,-84.1225,6300
119-0292,34.36628,-83.28505,45000
121-0124,33.957733,-84.364885,30600
121-0178,33.54851,-84.60604,10300
121-0190,33.58697,-84.5486,17700
121-0456,33.87719,-84.36443,166000
121-0458,34.0508,-84.2971,155000
121-0516,33.5945,-84.49743,158000
121-0795,34.06231,-84.40806,55800
121-0863,34.02513,-84.29591,16500
121-0989,33.82873,-84.420263,6630
121-5016,33.7837,-84.4075,28400
121-5108,33.81137,-84.39213,44100
121-5110,33.82587,-84.38729,36700
121-5114,33.86529,-84.38077,28600
121-5225,33.70688,-84.34945,26800
121-5374,33.72803,-84.51968,11200
121-5419,33.69747,-84.42271,57100
121-5450,33.904832,-84.358267,136000
121-5452,33.92853,-84.35771,209000
121-5463,33.67633,-84.39741,169000
121-5468,33.70881,-84.40227,297000
121-5474,33.75873,-84.37843,308000
121-5486,33.8027,-84.40639,221000
121-5498,33.75879,-84.477,149000
121-5505,33.74291,-84.40256,168000
121-5508,33.74314,-84.37869,202000
121-5524,33.67238,-84.41434,139000
121-5534,33.63382,-84.49033,124000
121-5542,33.774666,-84.496051,156000
121-5546,33.904,-84.43628,242000
121-5551,33.91053,-84.36841,227000
121-5555,33.66141,-84.35538,142000
121-5633,33.7862,-84.40443,15100
121-5969,33.80709,-84.37974,246000
121-6370,33.8743,-84.44614,190000
121-9178,33.79648,-84.39422,27400
121-9412,33.68659,-84.4008,48600
121-9420,33.79762,-84.3941,23800
121-9511,33.6858,-84.40277,69900
121-9645,33.79683,-84.39516,35500
123-0121,34.68864,-84.49057,10100
127-0105,31.14052,-81.58237,15000
127-0107,31.13198,-81.56185,14000
127-0236,31.24369,-81.54483,19600
127-0289,31.20843,-81.37583,8350
127-0312,31.23438,-81.5093,55400
127-0456,31.15027,-81.49061,7920
129-0103,34.5031,-84.9194,71500
135-0229,33.9679,-84.2222,44700
135-0241,33.9627,-84.0797,98600
135-0267,34.06646,-84.01054,67800
135-0298,33.9713,-84.09182,158000
135-0305,34.036995,-84.039136,166000
135-0307,34.047483,-84.024768,99600
135-0563,33.84471,-84.01425,16900
135-6287,33.9223,-84.18806,289000
135-9200,33.9641,-84.09564,2250
135-9427,33.9641,-84.09564,32500
135-9528,33.96472,-84.0982,32700
137-0152,34.66717,-83.43325,1240
139-0183,34.25636,-83.8462,16200
139-0418,34.31157,-83.78771,34700
139-0514,34.38446,-83.9042,2630
139-0532,34.3204,-83.7936,4820
139-0587,34.27689,-83.83439,6230
143-0126,33.68077,-85.30221,36400
145-0234,32.86648,-85.16627,38900
147-0287,34.47681,-83.05071,47000
151-0412,33.5266,-84.2541,159000
151-0446,33.54853,-84.26798,51500
153-0109,32.554418,-83.647584,18100
153-0143,32.61527,-83.70117,27200
153-0189,32.64835,-83.60868,14400
153-0198,32.38214,-83.76813,50200
153-0332,32.62464,-83.6417,18400
153-0365,32.63853,-83.61513,2140
157-0300,34.11215,-83.77689,59600
161-0189,31.8879,-82.60414,7660
165-0107,32.80375,-81.95299,3240
175-0038,32.54151,-83.06386,6150
175-0216,32.38605,-83.04571,720
175-0247,32.51377,-83.06925,24100
175-0254,32.48482,-82.91339,24700
175-0256,32.45396,-82.75618,22000
175-0269,32.32296,-82.92376,280
177-0005,31.72572,-84.17222,10100
177-0041,31.67524,-84.29391,14400
179-0018,31.85433,-81.40361,5820
179-0072,31.78358,-81.38738,7390
185-0227,30.62697,-83.1728,42500
185-0235,30.83025,-83.32313,49900
185-0395,30.861,-83.2924,7360
185-w227,30.63106,-83.17814,13200
187-0009,34.52766,-83.99358,12800
187-0067,34.46553,-83.96928,19700
191-0129,31.40328,-81.45462,2660
191-0174,31.5366,-81.45418,2610
191-0187,31.58049,-81.43089,51500
199-0312,33.19094,-84.85015,51300
205-0243,31.11799,-84.13772,6000
207-0222,32.940163,-83.76453,41500
207-9408,32.95162,-83.8123,32500
209-0123,32.20117,-82.4925,4380
211-0203,33.55561,-83.45776,31600
213-0112,34.80516,-84.82125,6200
213-0212,34.91119,-84.74614,3840
215-0165,32.51465,-84.92264,27600
215-0325,32.42063,-84.92777,45200
215-0336,32.52911,-84.95921,55900
217-0218,33.611566,-83.761548,47100
219-0203,33.85299,-83.45111,4570
225-0112,32.66782,-83.74464,77500
227-0165,34.52062,-84.52905,5110
227-0166,34.5139,-84.51775,1990
227-0237,34.41022,-84.42506,27800
227-0249,34.53044,-84.51591,17400
229-0163,31.41389,-82.16495,1380
229-0184,31.3751,-82.21765,430
245-0214,33.49057,-82.09494,74800
245-0218,33.52746,-82.01906,60100
245-0223,33.4748,-82.08667,91400
245-0227,33.43621,-82.071,76200
245-0233,33.44268,-81.93949,25000
245-0303,33.38507,-82.00926,4640
245-0947,33.38458,-81.99361,700
255-0373,33.23691,-84.18439,12300
263-0087,32.8078,-84.5019,280
265-0163,33.52664,-82.88956,28100
269-0123,32.72081,-84.31898,270
269-0223,32.6094,-84.1189,320
275-0074,30.88482,-83.93151,9290
275-0123,30.79992,-83.75857,5970
275-0265,30.92537,-83.99242,8890
277-0149,31.34286,-83.59119,9550
277-0256,31.58859,-83.5566,42000
281-0161,34.9345,-83.75001,1230
283-0201,32.43297,-82.58986,19800
285-0227,32.96873,-85.07405,36400
285-0234,33.01971,-84.9871,32500
285-0243,32.87801,-84.96221,21000
285-0248,33.04224,-84.94972,19500
285-0372,33.0354,-85.0257,1460
291-0138,34.88721,-83.987573,12200
293-0259,32.8963,-84.3294,1020
295-0035,34.94509,-85.27695,14200
295-0036,34.96965,-85.26678,20100
297-0018,33.806003,-83.779602,21100
299-0007,31.18553,-82.31317,14500
299-0309,31.2411,-82.3522,2870
301-0196,33.5044,-82.74717,26800
313-0101,34.62805,-84.9726,71000
319-0167,32.814,-83.0672,1290
001-0101,31.715566,-82.381862,4090
001-0105,31.767425,-82.353494,9020
001-0107,31.773846,-82.350339,12900
001-0109,31.77942,-82.34834,12500
001-0112,31.786264,-82.350183,8190
001-0114,31.836961,-82.350464,5680
001-0118,31.90923,-82.356209,6150
001-0121,31.545377,-82.207381,1940
001-0123,31.61964,-82.256298,2080
001-0125,31.681804,-82.302289,2060
001-0127,31.715189,-82.333479,2650
001-0129,31.754227,-82.351726,6120
001-0132,31.762394,-82.354235,10700
001-0133,31.712642,-82.520066,1790
001-0134,31.7475,-82.544053,1410
001-0136,31.834717,-82.509427,5310
001-0138,31.811264,-82.442868,5690
001-0141,31.780829,-82.355952,12100
001-0143,31.775726,-82.340068,9340
001-0145,31.745109,-82.253006,3870
001-0152,31.72326,-82.186845,4470
001-0156,31.59176,-82.272024,860
001-0158,31.589284,-82.218167,980
001-0161,31.590903,-82.179122,590
001-0163,31.577552,-82.208543,550
001-0165,31.659805,-82.207853,1350
001-0169,31.726543,-82.196423,1330
001-0170,31.776909,-82.155205,810
001-0172,31.848848,-82.098418,2930
001-0174,31.784216,-82.345941,2990
001-0176,31.788728,-82.328615,2270
001-0178,31.795076,-82.280414,640
001-0181,31.837396,-82.13214,1930
001-0187,31.683151,-82.332266,1130
001-0189,31.715164,-82.359191,950
001-0194,31.759535,-82.369756,2030
001-0196,31.769117,-82.356611,160
001-0198,31.73384,-82.520487,250
001-0201,31.7656,-82.5171,210
001-0203,31.820523,-82.507136,470
001-0205,31.747644,-82.533079,510
001-0207,31.749796,-82.489685,260
001-0209,31.770264,-82.419915,1040
001-0212,31.777539,-82.355672,3390
001-0214,31.867804,-82.400627,740
001-0216,31.87226,-82.315478,610
001-0218,31.810851,-82.308793,1410
001-0221,31.879089,-82.189855,620
001-0223,31.544223,-82.175085,280
001-0225,31.509902,-82.144589,240
001-0229,31.851476,-82.405537,860
001-0232,31.646052,-82.243373,200
001-0234,31.748296,-82.360228,860
001-0236,31.7528,-82.373027,610
001-0238,31.767853,-82.345218,990
001-0241,31.750177,-82.347202,740
001-7001,31.712123,-82.519964,510
001-8005,31.725881,-82.517319,230
001-8011,31.697458,-82.368815,160
001-8031,31.891501,-82.181727,160
001-8045,31.80075,-82.490337,330
001-8046,31.725088,-82.502729,290
001-8047,31.756368,-82.380572,1520
001-8048,31.733697,-82.414303,1220
001-8049,31.720943,-82.457403,510
001-8050,31.7871,-82.3881,130
001-8056,31.754099,-82.318883,100
001-8060,31.8481,-82.1878,30
001-8061,31.829463,-82.198791,130
001-8062,31.855636,-82.19701,110
001-8063,31.86142,-82.33504,320
001-8064,31.7341,-82.3021,430
001-8065,31.70405,-82.277583,360
001-8066,31.693335,-82.447194,280
001-8067,31.838027,-82.326396,510
001-8068,31.869364,-82.30804,410
003-0101,31.202334,-82.91402,1900
003-0105,31.255679,-82.870097,1910
003-0107,31.273332,-82.860218,3690
003-0109,31.295028,-82.853235,5070
003-0112,31.31136,-82.848464,6780
003-0114,31.356018,-82.841115,5980
003-0118,31.349296,-83.073796,5440
003-0121,31.34142,-83.048892,7430
003-0123,31.339238,-83.041636,8120
003-0125,31.320758,-82.97765,4820
003-0134,31.299563,-82.862391,5160
003-0136,31.297249,-82.847887,4520
003-0141,31.281746,-82.763244,4170
003-0143,31.272662,-82.708114,4160
003-0145,31.201093,-82.928882,90
003-0147,31.303666,-82.842494,1010
003-0152,31.348079,-82.764998,750
003-0154,31.240779,-82.858338,1340
003-0158,31.343127,-83.047374,930
003-0161,31.361063,-83.064522,550
003-0165,31.312787,-83.046642,2050
003-0167,31.33833,-83.047723,3360
003-0169,31.341867,-83.029521,2170
003-0176,31.356321,-83.050827,420
003-0181,31.302398,-82.85336,1100
003-0183,31.356508,-82.883628,400
003-0189,31.362945,-82.709193,310
003-0194,31.315886,-82.691613,240
003-0196,31.266106,-82.729122,370
003-0198,31.276054,-82.734361,400
003-0201,31.28374,-82.735446,400
003-0203,31.231017,-82.788953,260
003-0205,31.296025,-82.849535,1690
003-0207,31.294421,-82.858059,370
003-8011,31.365869,-82.993572,140
003-8019,31.305605,-82.848901,670
003-8020,31.261191,-82.843619,180
003-8021,31.311774,-83.031702,170
003-8022,31.346867,-82.983901,130
003-8023,31.343707,-82.947211,130
003-8024,31.3622,-82.9436,130
003-8025,31.391741,-82.932918,150
003-8026,31.3438,-83.0387,410
003-8027,31.380193,-83.040235,400
003-8028,31.26354,-82.780405,160
003-8030,31.256839,-82.801681,30
003-8031,31.234465,-82.96722,80
003-8035,31.393085,-82.865659,50
003-8036,31.335748,-82.830526,290
003-8037,31.318325,-82.908633,330
003-8038,31.341865,-82.909325,270
003-8039,31.3628,-82.897608,210
005-0101,31.444518,-82.433743,4910
005-0105,31.483352,-82.452706,5240
005-0109,31.52459,-82.46273,6820
005-0112,31.536617,-82.463274,8740
005-0114,31.540948,-82.462379,11900
005-0116,31.544415,-82.461681,7580
005-0118,31.553019,-82.465263,6330
005-0120,31.559585,-82.467021,6960
005-0123,31.578576,-82.461771,5900
005-0127,31.641151,-82.469024,2450
005-0129,31.689481,-82.504144,2180
005-0134,31.489995,-82.547549,640
005-0136,31.518632,-82.49105,1290
005-0138,31.538205,-82.469472,1730
005-0141,31.541279,-82.468879,2030
005-0143,31.540988,-82.564691,5230
005-0145,31.544371,-82.524194,5810
005-0147,31.543063,-82.480784,8890
005-0149,31.541479,-82.46341,2170
005-0152,31.540735,-82.473126,6820
005-0154,31.539545,-82.464845,7070
005-0156,31.539861,-82.443723,7060
005-0158,31.544907,-82.417881,5690
005-0161,31.544512,-82.383247,3000
005-0163,31.525785,-82.357612,1330
005-0167,31.49965,-82.304584,1040
005-0169,31.560817,-82.536626,630
005-0175,31.623116,-82.565189,380
005-0179,31.547233,-82.463785,1160
005-0182,31.547298,-82.47552,1550
005-0184,31.574704,-82.506075,1440
005-0188,31.602671,-82.533078,660
005-0192,31.61351,-82.51881,510
005-0195,31.630655,-82.522506,170
005-0200,31.7076,-82.5205,480
005-0202,31.637173,-82.451838,3950
005-0204,31.645998,-82.444404,2990
005-0206,31.542581,-82.43829,1470
005-0208,31.55728,-82.441242,660
005-0210,31.573428,-82.423412,450
005-0213,31.601221,-82.393127,670
005-0215,31.620664,-82.374815,430
005-0217,31.543534,-82.343268,450
005-0219,31.536271,-82.2784,470
005-0221,31.497951,-82.366933,140
005-0223,31.5343,-82.4139,600
005-0226,31.482336,-82.354995,630
005-0228,31.495022,-82.36313,820
005-0230,31.522556,-82.367623,680
005-0231,31.565235,-82.339173,1210
005-0234,31.446368,-82.376793,410
005-0236,31.483485,-82.421448,840
005-0240,31.519791,-82.444542,990
005-0243,31.530948,-82.459261,1790
005-0245,31.53894,-82.4684,3970
005-0247,31.436173,-82.420548,250
005-0249,31.471673,-82.372316,410
005-0251,31.545873,-82.468738,1650
005-0253,31.552374,-82.46707,1040
005-0255,31.484204,-82.560452,270
005-0257,31.499344,-82.316045,230
005-8009,31.574419,-82.607906,250
005-8015,31.561693,-82.502365,270
005-8023,31.545514,-82.476522,230
005-8024,31.531765,-82.279277,230
005-8026,31.460832,-82.45493,410
005-8027,31.464608,-82.447898,600
005-8028,31.474893,-82.49876,290
005-8029,31.493745,-82.499626,290
005-8030,31.607488,-82.573597,280
005-8034,31.6728,-82.4654,160
005-8035,31.53285,-82.28659,130
005-8036,31.551536,-82.477316,1640
007-0101,31.135951,-84.519135,770
007-0105,31.241009,-84.526824,110
007-0110,31.18991,-84.519414,1840
007-0112,31.211966,-84.481817,2480
007-0114,31.27613,-84.381199,2610
007-0118,31.312783,-84.347584,4190
007-0119,31.32412,-84.341278,4050
007-0122,31.334339,-84.321298,2900
007-0124,31.393407,-84.278284,2900
007-0126,31.272721,-84.545286,330
007-0128,31.330997,-84.526389,160
007-0129,31.405466,-84.52279,240
007-0131,31.321442,-84.577242,230
007-0133,31.404308,-84.596237,90
007-0135,31.266844,-84.599101,250
007-0137,31.294612,-84.606482,360
007-0139,31.287804,-84.576145,680
007-0141,31.273469,-84.499406,430
007-0143,31.282834,-84.425369,1100
007-0145,31.301259,-84.384836,1090
007-0147,31.313658,-84.350039,1010
007-0149,31.313378,-84.344007,600
007-0150,31.316482,-84.33572,410
007-0152,31.324229,-84.335347,330
007-0154,31.33281,-84.618763,130
007-0157,31.376868,-84.603111,460
007-0159,31.370135,-84.529596,430
007-0161,31.38985,-84.390222,240
007-0163,31.373277,-84.331359,480
007-0165,31.416356,-84.330321,420
007-0167,31.308341,-84.341912,3640
007-0169,31.312785,-84.351747,1620
007-0171,31.315541,-84.355251,1090
007-0173,31.319994,-84.363552,1350
007-0175,31.343698,-84.446821,1190
007-0177,31.390288,-84.481719,670
007-8005,31.307093,-84.409026,180
007-8013,31.367905,-84.470383,70
007-8014,31.197958,-84.482635,40
007-8015,31.218949,-84.515102,150
007-8016,31.341874,-84.512194,140
007-8017,31.356787,-84.555083,30
007-8018,31.353282,-84.581777,30
009-0101,33.077116,-83.225161,2430
009-0103,33.07888,-83.222833,10300
009-0104,33.048883,-83.22355,1010
009-0107,33.058677,-83.36439,5820
009-0112,33.08152,-83.2997,8200
009-0116,33.091501,-83.251349,9480
009-0118,33.083154,-83.245087,5230
009-0121,33.082075,-83.238106,6660
009-0123,33.082872,-83.233844,11200
009-0125,33.083561,-83.23032,7120
009-0129,33.084205,-83.226892,4650
009-0132,33.084557,-83.225054,11600
009-0136,33.082894,-83.223941,12300
009-0138,33.083009,-83.218107,19100
009-0141,33.085077,-83.208327,13000
009-0145,33.111909,-83.140196,3770
009-0152,33.050341,-83.122432,2800
009-0158,33.08909,-83.236256,11700
009-0161,33.097919,-83.244663,24900
009-0165,33.110146,-83.255584,34100
009-0167,33.143595,-83.271648,20500
009-0172,33.005779,-83.221133,5120
009-0174,33.035225,-83.236042,5990
009-0176,33.04518,-83.232336,6010
009-0178,33.057958,-83.230194,8850
009-0181,33.067635,-83.223526,8250
009-0183,33.06929,-83.223785,11200
009-0185,33.074266,-83.22511,8230
009-0187,33.076799,-83.226835,3380
009-0189,33.076522,-83.228192,5160
009-0192,33.077808,-83.231313,5070
009-0194,33.081876,-83.232496,5340
009-0196,33.012786,-83.344911,5860
009-0201,33.04802,-83.292707,7490
009-0205,33.075618,-83.245762,12800
009-0207,33.079526,-83.235817,8660
009-0212,33.080461,-83.230992,9490
009-0214,33.081112,-83.227663,9620
009-0216,33.081353,-83.226453,7590
009-0218,33.081809,-83.224204,10300
009-0223,33.067995,-83.222026,3250
009-0225,33.021053,-83.200146,1420
009-0227,33.03721,-83.209825,3920
009-0229,33.047584,-83.212507,4160
009-0232,33.055131,-83.214508,5620
009-0234,33.062101,-83.216272,8660
009-0236,33.074275,-83.221572,9400
009-0241,33.123673,-83.295044,4220
009-0243,33.128159,-83.304868,3120
009-0245,33.156928,-83.35079,2950
009-0247,32.964858,-83.289804,2410
009-0249,32.996229,-83.294069,400
009-0252,32.984828,-83.271931,3240
009-0254,33.008405,-83.246651,5070
009-0256,33.002512,-83.363576,510
009-0258,32.985796,-83.322434,610
009-0261,33.000982,-83.271305,730
009-0263,32.975008,-83.332613,310
009-0265,32.968373,-83.303659,310
009-0267,32.975991,-83.290807,210
009-0269,33.054154,-83.266707,2630
009-0271,33.053431,-83.24812,5290
009-0272,33.074248,-83.391998,360
009-0283,33.083583,-83.225826,10100
009-0285,33.087484,-83.226956,20100
009-0287,33.096627,-83.229667,14300
009-0292,33.109599,-83.231813,11500
009-0294,33.120206,-83.233614,7300
009-0296,33.141728,-83.244874,6350
009-0298,33.150175,-83.270491,5930
009-0301,33.103313,-83.187553,4220
009-0305,33.077789,-83.196525,4370
009-0307,33.062364,-83.139651,2530
009-0309,33.052351,-83.096703,1820
009-0312,33.051441,-83.069616,1880
009-0314,33.107317,-83.130873,1190
009-0316,33.022211,-83.212925,1190
009-0318,33.097486,-83.249888,8210
009-0321,33.100446,-83.259874,23600
009-0323,33.1106,-83.250302,9970
009-0327,33.038765,-83.355546,300
009-0329,33.088033,-83.244571,2900
009-0332,33.083473,-83.241668,2750
009-0334,33.0523,-83.2293,2750
009-0336,33.051699,-83.222118,1190
009-0341,33.078858,-83.226395,7690
009-0345,33.083457,-83.22768,3770
009-0349,33.06308,-83.223219,2270
009-0352,33.064849,-83.222222,2570
009-0356,33.067092,-83.221241,200
009-0358,33.073281,-83.223001,450
009-0363,33.057,-83.2359,1830
009-0365,33.064183,-83.233166,2000
009-0369,33.086514,-83.233779,830
009-0372,33.069866,-83.226247,2950
009-0374,33.069953,-83.225024,3160
009-0376,33.07447,-83.22688,3630
009-0378,33.07698,-83.22762,2090
009-0381,33.081681,-83.228903,4660
009-0385,33.082236,-83.234339,7010
009-0387,33.0931,-83.2346,13500
009-0391,33.090643,-83.248962,3780
009-0401,33.055729,-83.238793,5490
009-0404,33.039465,-83.232583,940
009-0407,33.076135,-83.237988,3160
009-0412,33.098259,-83.240911,3310
009-0414,33.101538,-83.235543,1980
009-0416,33.089301,-83.229336,2450
009-0418,33.032755,-83.249048,8520
009-0420,33.062999,-83.250513,9420
009-0422,33.084823,-83.260886,14900
009-0424,33.071812,-83.254029,10600
009-0426,33.087687,-83.268452,4760
009-0428,33.060869,-83.247504,1320
009-0430,33.06963,-83.238136,2360
009-0432,33.071917,-83.246392,3970
009-0434,33.047801,-83.242327,1420
009-0436,33.157444,-83.304985,2400
009-0438,33.095352,-83.326393,710
009-0440,33.152103,-83.257272,480
009-7002,33.059879,-83.278462,1250
009-8003,33.154273,-83.25729,1400
009-8005,33.18029,-83.268433,880
009-8009,33.060651,-83.237834,90
009-8011,33.002623,-83.323343,320
009-8015,33.093185,-83.184655,80
009-8017,33.052961,-83.233526,230
009-8021,33.051592,-83.210887,190
009-8023,33.146762,-83.233583,90
009-8027,33.052656,-83.24225,490
009-8029,33.050304,-83.180243,340
009-8035,33.152272,-83.275418,280
009-8037,33.097877,-83.329662,110
009-8041,33.132614,-83.28278,60
009-8043,33.136145,-83.240235,80
009-8047,33.089033,-83.225517,70
009-8049,33.097932,-83.226518,810
009-8053,33.066043,-83.204883,170
009-8055,33.115308,-83.262586,20
009-8059,33.144807,-83.269939,140
009-8061,33.027435,-83.216697,970
009-8063,33.045588,-83.218015,50
009-8064,33.081389,-83.369467,150
009-8065,33.069711,-83.334772,440
009-8069,33.032024,-83.378065,220
009-8073,33.01844,-83.303441,850
009-8074,32.986393,-83.306543,140
009-8077,33.02332,-83.124996,580
009-8078,33.089075,-83.118162,110
009-8079,33.152233,-83.158712,1440
009-8080,33.063426,-83.222522,330
009-8082,33.126464,-83.253645,710
009-8083,33.089153,-83.231434,290
009-8084,33.088403,-83.231768,40
009-8085,33.085845,-83.230096,1010
009-8086,33.083822,-83.236522,1800
009-8087,33.070515,-83.222281,1450
009-8088,33.090459,-83.232887,140
009-8089,33.111782,-83.211371,970
011-0101,34.250963,-83.461097,21200
011-0104,34.317539,-83.473011,7500
011-0105,34.303301,-83.492114,4550
011-0106,34.336468,-83.462485,7030
011-0108,34.36304,-83.473256,5400
011-0109,34.32441,-83.504908,6690
011-0112,34.33119,-83.503644,5040
011-0114,34.344072,-83.48167,3290
011-0115,34.3452,-83.4742,1780
011-0116,34.355878,-83.477102,1460
011-0118,34.388609,-83.486631,6900
011-0121,34.411418,-83.507135,520
011-0122,34.41614,-83.48575,7310
011-0123,34.426065,-83.498696,7500
011-0124,34.452482,-83.512773,8370
011-0125,34.452172,-83.516162,390
011-0126,34.477653,-83.51746,7840
011-0127,34.478689,-83.525312,330
011-0132,34.488714,-83.532557,9230
011-0134,34.490525,-83.535841,570
011-0136,34.2531,-83.466,50700
011-0138,34.2762,-83.4342,48200
011-0141,34.3045,-83.3936,61500
011-0143,34.256191,-83.559603,2390
011-0145,34.273766,-83.542746,1370
011-0149,34.301731,-83.51727,1220
011-0154,34.330435,-83.49867,170
011-0156,34.344549,-83.512239,1570
011-0158,34.393603,-83.563978,920
011-0163,34.32842,-83.61293,930
011-0167,34.339949,-83.583095,1130
011-0169,34.386569,-83.659684,3000
011-0172,34.371036,-83.631199,3000
011-0174,34.361023,-83.585947,2620
011-0176,34.339352,-83.557097,3470
011-0178,34.32952,-83.522791,3580
011-0181,34.35044,-83.46315,3440
011-0183,34.361715,-83.445688,3030
011-0185,34.371722,-83.414074,2140
011-0187,34.372092,-83.401718,1320
011-0189,34.406617,-83.602224,1080
011-0194,34.424774,-83.458705,1490
011-0196,34.401745,-83.419266,880
011-0198,34.395381,-83.393797,1440
011-0201,34.473686,-83.511409,1050
011-0203,34.460706,-83.455924,450
011-0205,34.467856,-83.416701,370
011-0207,34.388521,-83.448147,680
